net_junctionCornerDetail;net_limitTurnSpeed;net_version;location_convBoundary;location_netOffset;location_origBoundary;location_projParameter;type_disallow;type_id;type_numLanes;type_oneway;type_priority;type_speed;edge_function;edge_id;lane_disallow;lane_id;lane_index;lane_length;lane_shape;lane_speed;edge_from;edge_name;edge_priority;edge_shape;edge_to;edge_type;param_key;param_value;edge_spreadType;tlLogic_id;tlLogic_offset;tlLogic_programID;tlLogic_type;phase_duration;phase_maxDur;phase_minDur;phase_state;junction_id;junction_incLanes;junction_intLanes;junction_shape;junction_type;junction_x;junction_y;request_cont;request_foes;request_index;request_response;connection_dir;connection_from;connection_fromLane;connection_state;connection_to;connection_toLane;connection_via;connection_linkIndex;connection_tl;connection_keepClear
5;5.50;1.20;;;;;;;;;;;internal;:49506625_3;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49506625_3_0;0;4.67;1503.72,601.17 1502.55,600.33 1502.17,599.52 1502.60,598.73 1503.83,597.97;3.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49506625_4;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49506625_4_0;0;9.13;1498.32,592.13 1498.61,594.61 1499.63,596.41 1501.37,597.53 1503.83,597.97;6.56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49506625_5;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49506625_5_0;0;14.46;1498.32,592.13 1497.97,606.59;11.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49506625_6;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49506625_6_0;0;4.06;1498.32,592.13 1497.67,595.98 1497.59,596.12;7.98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49506625_7;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49506625_7_0;0;1.44;1498.32,592.13 1497.49,593.31;3.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49506625_16;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49506625_16_0;0;10.16;1497.59,596.12 1495.94,598.69 1493.14,600.25 1489.26,600.67;7.98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49506625_17;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49506625_17_0;0;3.23;1497.49,593.31 1496.68,593.69 1495.89,593.27 1495.12,592.05;3.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49506625_8;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49506625_8_0;0;9.03;1489.37,597.47 1491.83,597.20 1493.61,596.21 1494.71,594.49 1495.12,592.05;6.49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49506625_9;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49506625_9_0;0;14.47;1489.37,597.47 1503.83,597.97;11.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49506625_10;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49506625_10_0;0;14.26;1489.37,597.47 1493.21,598.15 1495.92,599.90 1497.51,602.72 1497.97,606.59;8.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49506625_11;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49506625_11_0;0;4.67;1489.37,597.47 1490.54,598.31 1490.91,599.12 1490.49,599.91 1489.26,600.67;3.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49506625_12;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49506625_12_0;0;9.15;1494.77,606.52 1494.48,604.03 1493.46,602.23 1491.72,601.11 1489.26,600.67;6.57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49506625_13;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49506625_13_0;0;14.47;1494.77,606.52 1495.12,592.05;11.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49506625_14;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49506625_14_0;0;4.08;1494.77,606.52 1495.42,602.66 1495.51,602.52;7.98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49506625_15;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49506625_15_0;0;1.44;1494.77,606.52 1495.60,605.34;3.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49506625_18;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49506625_18_0;0;10.15;1495.51,602.52 1497.14,599.96 1499.94,598.39 1503.83,597.97;7.98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49506625_19;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49506625_19_0;0;3.23;1495.60,605.34 1496.41,604.96 1497.20,605.37 1497.97,606.59;3.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49509682_0;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49509682_0_0;0;9.03;742.74,794.36 742.99,796.82 743.96,798.61 745.67,799.72 748.11,800.15;6.48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49509682_1;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49509682_1_0;0;11.22;742.74,794.36 742.33,805.57;11.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49509682_2;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49509682_2_0;0;1.44;742.74,794.36 741.89,795.52;3.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49509682_9;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49509682_9_0;0;3.23;741.89,795.52 741.07,795.89 740.29,795.45 739.54,794.22;3.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49509682_3;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49509682_3_0;0;9.10;733.71,799.69 736.17,799.42 737.96,798.41 739.09,796.68 739.54,794.22;6.55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49509682_4;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49509682_4_0;0;14.41;733.71,799.69 748.11,800.15;11.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49509682_5;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49509682_5_0;0;11.73;733.71,799.69 737.54,800.16 740.26,801.30 741.86,803.10 742.33,805.57;7.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49509682_6;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49509682_6_0;0;11.26;739.14,805.48 739.54,794.22;11.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49509682_7;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49509682_7_0;0;2.62;739.14,805.48 739.76,803.04 739.83,802.97;7.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49509682_8;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49509682_8_0;0;1.44;739.14,805.48 739.97,804.30;3.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49509682_10;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49509682_10_0;0;9.13;739.83,802.97 741.46,801.34 744.25,800.38 748.11,800.15;7.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49509682_11;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49509682_11_0;0;3.23;739.97,804.30 740.78,803.93 741.57,804.35 742.33,805.57;3.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49534106_0;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49534106_0_0;0;9.03;1043.08,809.55 1045.53,809.28 1047.32,808.29 1048.42,806.57 1048.85,804.13;6.51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49534106_1;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49534106_1_0;0;11.20;1043.08,809.55 1054.27,809.91;11.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49534106_2;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49534106_2_0;0;11.20;1048.49,815.33 1048.85,804.13;11.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49534106_3;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49534106_3_0;0;9.03;1048.49,815.33 1048.92,812.89 1050.03,811.17 1051.81,810.18 1054.27,809.91;6.51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49534108_0;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49534108_0_0;0;9.10;1114.26,806.14 1114.56,808.63 1115.58,810.44 1117.30,811.56 1119.73,811.99;6.56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49534108_1;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49534108_1_0;0;11.33;1114.26,806.14 1113.90,817.47;11.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49534108_2;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49534108_2_0;0;1.44;1114.26,806.14 1113.44,807.33;3.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49534108_9;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49534108_9_0;0;3.23;1113.44,807.33 1112.63,807.72 1111.84,807.30 1111.06,806.09;3.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49534108_3;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49534108_3_0;0;9.03;1105.34,811.53 1107.81,811.26 1109.58,810.26 1110.67,808.54 1111.06,806.09;6.48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49534108_4;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49534108_4_0;0;14.40;1105.34,811.53 1119.73,811.99;11.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49534108_5;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49534108_5_0;0;11.75;1105.34,811.53 1109.18,812.01 1111.89,813.16 1113.46,814.98 1113.90,817.47;7.30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49534108_6;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49534108_6_0;0;11.24;1110.70,817.33 1111.06,806.09;11.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49534108_7;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49534108_7_0;0;2.53;1110.70,817.33 1111.36,814.89;7.37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49534108_8;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49534108_8_0;0;1.44;1110.70,817.33 1111.56,816.16;3.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49534108_10;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49534108_10_0;0;9.24;1111.36,814.89 1113.09,813.18 1115.88,812.22 1119.73,811.99;7.37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49534108_11;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49534108_11_0;0;3.23;1111.56,816.16 1112.38,815.80 1113.16,816.24 1113.90,817.47;3.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49534115_0;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49534115_0_0;0;14.42;1572.18,819.52 1571.68,833.93;11.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49534115_1;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49534115_1_0;0;14.20;1572.18,819.52 1571.50,823.35 1569.76,826.05 1566.95,827.60 1563.08,828.01;8.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49534115_2;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49534115_2_0;0;4.67;1572.18,819.52 1571.34,820.69 1570.52,821.07 1569.74,820.64 1568.98,819.41;3.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49534115_3;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49534115_3_0;0;9.03;1563.19,824.82 1565.66,824.55 1567.44,823.56 1568.55,821.85 1568.98,819.41;6.50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49534115_4;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49534115_4_0;0;14.20;1563.19,824.82 1567.03,825.50 1569.72,827.25 1571.27,830.06 1571.68,833.93;8.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49534115_5;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49534115_5_0;0;4.67;1563.19,824.82 1564.36,825.66 1564.74,826.47 1564.31,827.26 1563.08,828.01;3.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49534115_6;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49534115_6_0;0;9.03;1568.48,833.81 1568.22,831.35 1567.23,829.56 1565.52,828.45 1563.08,828.01;6.51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49534115_7;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49534115_7_0;0;14.41;1568.48,833.81 1568.98,819.41;11.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49534115_8;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49534115_8_0;0;4.67;1568.48,833.81 1569.32,832.64 1570.13,832.27 1570.92,832.70 1571.68,833.93;3.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49534257_0;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49534257_0_0;0;9.18;1126.85,588.78 1124.41,589.11 1122.62,590.16 1121.49,591.93 1121.02,594.43;6.64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49534257_1;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49534257_1_0;0;14.38;1126.85,588.78 1112.47,588.49;11.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49534257_2;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49534257_2_0;0;4.67;1126.85,588.78 1125.66,587.97 1125.28,587.16 1125.69,586.37 1126.90,585.59;3.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49534257_3;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49534257_3_0;0;14.35;1112.56,585.29 1126.90,585.59;11.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49534257_4;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49534257_4_0;0;14.28;1112.56,585.29 1116.43,585.95 1119.13,587.69 1120.66,590.52 1121.02,594.43;7.96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49534257_5;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49534257_5_0;0;4.67;1112.56,585.29 1113.74,586.12 1114.11,586.93 1113.69,587.72 1112.47,588.49;3.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49534257_6;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49534257_6_0;0;9.03;1117.82,594.27 1117.60,591.79 1116.63,590.01 1114.92,588.90 1112.47,588.49;6.46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49534257_7;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49534257_7_0;0;14.21;1117.82,594.27 1118.56,590.42 1120.32,587.69 1123.10,586.08 1126.90,585.59;8.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49534257_8;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49534257_8_0;0;4.67;1117.82,594.27 1118.68,593.11 1119.50,592.75 1120.28,593.19 1121.02,594.43;3.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49536763_0;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49536763_0_0;0;11.21;1061.93,587.08 1050.72,586.80;11.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49536763_1;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49536763_1_0;0;4.67;1061.93,587.08 1060.75,586.25 1060.38,585.43 1060.80,584.65 1062.02,583.88;3.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49536763_2;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49536763_2_0;0;11.24;1050.78,583.60 1062.02,583.88;11.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49536763_3;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49536763_3_0;0;4.67;1050.78,583.60 1051.97,584.43 1052.35,585.24 1051.93,586.03 1050.72,586.80;3.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49536763_4;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49536763_4_0;0;9.03;1056.13,592.54 1055.87,590.08 1054.88,588.30 1053.17,587.21 1050.72,586.80;6.47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49536763_5;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49536763_5_0;0;11.75;1056.13,592.54 1056.62,588.69 1057.77,585.97 1059.57,584.36 1062.02,583.88;7.36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49562502_0;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49562502_0_0;0;14.42;1579.54,594.97 1579.05,609.38;11.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49562502_1;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49562502_1_0;0;14.20;1579.54,594.97 1578.87,598.80 1577.13,601.50 1574.32,603.05 1570.45,603.47;8.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49562502_2;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49562502_2_0;0;4.67;1579.54,594.97 1578.71,596.14 1577.89,596.52 1577.11,596.09 1576.35,594.87;3.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49562502_3;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49562502_3_0;0;9.03;1570.56,600.27 1573.02,600.01 1574.81,599.02 1575.92,597.30 1576.35,594.87;6.50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49562502_4;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49562502_4_0;0;14.20;1570.56,600.27 1574.39,600.96 1577.09,602.70 1578.64,605.51 1579.05,609.38;8.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49562502_5;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49562502_5_0;0;4.67;1570.56,600.27 1571.73,601.12 1572.11,601.93 1571.68,602.71 1570.45,603.47;3.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49562502_6;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49562502_6_0;0;9.03;1575.85,609.26 1575.59,606.80 1574.60,605.02 1572.89,603.91 1570.45,603.47;6.50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49562502_7;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49562502_7_0;0;14.41;1575.85,609.26 1576.35,594.87;11.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:49562502_8;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:49562502_8_0;0;4.67;1575.85,609.26 1576.69,608.09 1577.51,607.72 1578.29,608.15 1579.05,609.38;3.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:7365237211_0;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:7365237211_0_0;0;4.67;1608.14,940.69 1609.31,941.54 1609.68,942.35 1609.25,943.13 1608.02,943.89;3.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:896440769_0;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:896440769_0_0;0;14.40;1573.24,945.79 1558.85,945.26;11.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:896440769_0;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:896440769_0_1;1;14.40;1573.36,942.59 1558.97,942.06;11.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:896440769_2;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:896440769_2_0;0;3.71;1573.36,942.59 1569.75,941.75;8.67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:896440769_3;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:896440769_3_0;0;1.44;1573.36,942.59 1572.19,941.75;3.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:896440769_11;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:896440769_11_0;0;13.14;1569.75,941.75 1569.54,941.70 1566.88,939.35 1565.37,935.54 1565.01,930.28;8.67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:896440769_12;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:896440769_12_0;0;3.23;1572.19,941.75 1571.82,940.94 1572.25,940.15 1573.48,939.40;3.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:896440769_4;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:896440769_4_0;0;9.04;1568.20,930.39 1568.47,932.86 1569.45,934.64 1571.16,935.76 1573.60,936.20;6.51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:896440769_5;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:896440769_5_0;0;16.86;1568.20,930.39 1567.46,935.62 1565.68,939.31 1562.85,941.46 1558.97,942.06;8.67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:896440769_6;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:896440769_6_0;0;4.67;1568.20,930.39 1567.36,931.56 1566.55,931.93 1565.76,931.50 1565.01,930.28;3.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:896440769_7;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:896440769_7_0;0;9.03;1559.21,935.67 1561.67,935.41 1563.46,934.42 1564.57,932.71 1565.01,930.28;6.51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:896440769_8;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:896440769_8_0;0;14.40;1559.21,935.67 1573.60,936.20;11.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;internal;:896440769_8;tram rail_urban rail rail_electric rail_fast ship cable_car subway;:896440769_8_1;1;14.40;1559.09,938.87 1573.48,939.40;11.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
