net_junctionCornerDetail;net_limitTurnSpeed;net_version;location_convBoundary;location_netOffset;location_origBoundary;location_projParameter;type_disallow;type_id;type_numLanes;type_oneway;type_priority;type_speed;edge_function;edge_id;lane_disallow;lane_id;lane_index;lane_length;lane_shape;lane_speed;edge_from;edge_name;edge_priority;edge_shape;edge_to;edge_type;param_key;param_value;edge_spreadType;tlLogic_id;tlLogic_offset;tlLogic_programID;tlLogic_type;phase_duration;phase_maxDur;phase_minDur;phase_state;junction_id;junction_incLanes;junction_intLanes;junction_shape;junction_type;junction_x;junction_y;request_cont;request_foes;request_index;request_response;connection_dir;connection_from;connection_fromLane;connection_state;connection_to;connection_toLane;connection_via;connection_linkIndex;connection_tl;connection_keepClear
5;5.50;1.20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49471413;-791811233#21_0 -791811233#21_1 -521985670#10_0 791811233#19_0 791811233#19_1 521985670#3_0;:49471413_0_0 :49471413_1_0 :49471413_1_1 :49471413_3_0 :49471413_4_0 :49471413_5_0 :49471413_6_0 :49471413_7_0 :49471413_8_0 :49471413_9_0 :49471413_10_0 :49471413_10_1 :49471413_12_0 :49471413_13_0 :49471413_14_0 :49471413_15_0 :49471413_16_0 :49471413_17_0;1114.55,932.22 1114.96,919.43 1112.76,918.91 1112.00,918.33 1111.48,917.54 1111.19,916.53 1111.14,915.30 1104.74,915.02 1104.19,917.27 1103.59,918.04 1102.77,918.58 1101.74,918.89 1100.48,918.96 1100.07,931.75 1102.28,932.27 1103.04,932.85 1103.57,933.65 1103.87,934.66 1103.94,935.88 1110.33,936.09 1110.86,933.88 1111.45,933.12 1112.27,932.59 1113.30,932.29;right_before_left;1107.48;925.59;0;001000000100001000;9;000000000000000000;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49471413;-791811233#21_0 -791811233#21_1 -521985670#10_0 791811233#19_0 791811233#19_1 521985670#3_0;:49471413_0_0 :49471413_1_0 :49471413_1_1 :49471413_3_0 :49471413_4_0 :49471413_5_0 :49471413_6_0 :49471413_7_0 :49471413_8_0 :49471413_9_0 :49471413_10_0 :49471413_10_1 :49471413_12_0 :49471413_13_0 :49471413_14_0 :49471413_15_0 :49471413_16_0 :49471413_17_0;1114.55,932.22 1114.96,919.43 1112.76,918.91 1112.00,918.33 1111.48,917.54 1111.19,916.53 1111.14,915.30 1104.74,915.02 1104.19,917.27 1103.59,918.04 1102.77,918.58 1101.74,918.89 1100.48,918.96 1100.07,931.75 1102.28,932.27 1103.04,932.85 1103.57,933.65 1103.87,934.66 1103.94,935.88 1110.33,936.09 1110.86,933.88 1111.45,933.12 1112.27,932.59 1113.30,932.29;right_before_left;1107.48;925.59;0;011000000011111000;10;000000000011100000;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49471413;-791811233#21_0 -791811233#21_1 -521985670#10_0 791811233#19_0 791811233#19_1 521985670#3_0;:49471413_0_0 :49471413_1_0 :49471413_1_1 :49471413_3_0 :49471413_4_0 :49471413_5_0 :49471413_6_0 :49471413_7_0 :49471413_8_0 :49471413_9_0 :49471413_10_0 :49471413_10_1 :49471413_12_0 :49471413_13_0 :49471413_14_0 :49471413_15_0 :49471413_16_0 :49471413_17_0;1114.55,932.22 1114.96,919.43 1112.76,918.91 1112.00,918.33 1111.48,917.54 1111.19,916.53 1111.14,915.30 1104.74,915.02 1104.19,917.27 1103.59,918.04 1102.77,918.58 1101.74,918.89 1100.48,918.96 1100.07,931.75 1102.28,932.27 1103.04,932.85 1103.57,933.65 1103.87,934.66 1103.94,935.88 1110.33,936.09 1110.86,933.88 1111.45,933.12 1112.27,932.59 1113.30,932.29;right_before_left;1107.48;925.59;0;011000000011111000;11;000000000011100000;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49471413;-791811233#21_0 -791811233#21_1 -521985670#10_0 791811233#19_0 791811233#19_1 521985670#3_0;:49471413_0_0 :49471413_1_0 :49471413_1_1 :49471413_3_0 :49471413_4_0 :49471413_5_0 :49471413_6_0 :49471413_7_0 :49471413_8_0 :49471413_9_0 :49471413_10_0 :49471413_10_1 :49471413_12_0 :49471413_13_0 :49471413_14_0 :49471413_15_0 :49471413_16_0 :49471413_17_0;1114.55,932.22 1114.96,919.43 1112.76,918.91 1112.00,918.33 1111.48,917.54 1111.19,916.53 1111.14,915.30 1104.74,915.02 1104.19,917.27 1103.59,918.04 1102.77,918.58 1101.74,918.89 1100.48,918.96 1100.07,931.75 1102.28,932.27 1103.04,932.85 1103.57,933.65 1103.87,934.66 1103.94,935.88 1110.33,936.09 1110.86,933.88 1111.45,933.12 1112.27,932.59 1113.30,932.29;right_before_left;1107.48;925.59;0;111000000011000111;12;000000000011000111;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49471413;-791811233#21_0 -791811233#21_1 -521985670#10_0 791811233#19_0 791811233#19_1 521985670#3_0;:49471413_0_0 :49471413_1_0 :49471413_1_1 :49471413_3_0 :49471413_4_0 :49471413_5_0 :49471413_6_0 :49471413_7_0 :49471413_8_0 :49471413_9_0 :49471413_10_0 :49471413_10_1 :49471413_12_0 :49471413_13_0 :49471413_14_0 :49471413_15_0 :49471413_16_0 :49471413_17_0;1114.55,932.22 1114.96,919.43 1112.76,918.91 1112.00,918.33 1111.48,917.54 1111.19,916.53 1111.14,915.30 1104.74,915.02 1104.19,917.27 1103.59,918.04 1102.77,918.58 1101.74,918.89 1100.48,918.96 1100.07,931.75 1102.28,932.27 1103.04,932.85 1103.57,933.65 1103.87,934.66 1103.94,935.88 1110.33,936.09 1110.86,933.88 1111.45,933.12 1112.27,932.59 1113.30,932.29;right_before_left;1107.48;925.59;0;000000000010000110;13;000000000010000110;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49471413;-791811233#21_0 -791811233#21_1 -521985670#10_0 791811233#19_0 791811233#19_1 521985670#3_0;:49471413_0_0 :49471413_1_0 :49471413_1_1 :49471413_3_0 :49471413_4_0 :49471413_5_0 :49471413_6_0 :49471413_7_0 :49471413_8_0 :49471413_9_0 :49471413_10_0 :49471413_10_1 :49471413_12_0 :49471413_13_0 :49471413_14_0 :49471413_15_0 :49471413_16_0 :49471413_17_0;1114.55,932.22 1114.96,919.43 1112.76,918.91 1112.00,918.33 1111.48,917.54 1111.19,916.53 1111.14,915.30 1104.74,915.02 1104.19,917.27 1103.59,918.04 1102.77,918.58 1101.74,918.89 1100.48,918.96 1100.07,931.75 1102.28,932.27 1103.04,932.85 1103.57,933.65 1103.87,934.66 1103.94,935.88 1110.33,936.09 1110.86,933.88 1111.45,933.12 1112.27,932.59 1113.30,932.29;right_before_left;1107.48;925.59;0;000000000000000110;14;000000000000000000;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49471413;-791811233#21_0 -791811233#21_1 -521985670#10_0 791811233#19_0 791811233#19_1 521985670#3_0;:49471413_0_0 :49471413_1_0 :49471413_1_1 :49471413_3_0 :49471413_4_0 :49471413_5_0 :49471413_6_0 :49471413_7_0 :49471413_8_0 :49471413_9_0 :49471413_10_0 :49471413_10_1 :49471413_12_0 :49471413_13_0 :49471413_14_0 :49471413_15_0 :49471413_16_0 :49471413_17_0;1114.55,932.22 1114.96,919.43 1112.76,918.91 1112.00,918.33 1111.48,917.54 1111.19,916.53 1111.14,915.30 1104.74,915.02 1104.19,917.27 1103.59,918.04 1102.77,918.58 1101.74,918.89 1100.48,918.96 1100.07,931.75 1102.28,932.27 1103.04,932.85 1103.57,933.65 1103.87,934.66 1103.94,935.88 1110.33,936.09 1110.86,933.88 1111.45,933.12 1112.27,932.59 1113.30,932.29;right_before_left;1107.48;925.59;0;000001111110001110;15;000001111000000000;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49471413;-791811233#21_0 -791811233#21_1 -521985670#10_0 791811233#19_0 791811233#19_1 521985670#3_0;:49471413_0_0 :49471413_1_0 :49471413_1_1 :49471413_3_0 :49471413_4_0 :49471413_5_0 :49471413_6_0 :49471413_7_0 :49471413_8_0 :49471413_9_0 :49471413_10_0 :49471413_10_1 :49471413_12_0 :49471413_13_0 :49471413_14_0 :49471413_15_0 :49471413_16_0 :49471413_17_0;1114.55,932.22 1114.96,919.43 1112.76,918.91 1112.00,918.33 1111.48,917.54 1111.19,916.53 1111.14,915.30 1104.74,915.02 1104.19,917.27 1103.59,918.04 1102.77,918.58 1101.74,918.89 1100.48,918.96 1100.07,931.75 1102.28,932.27 1103.04,932.85 1103.57,933.65 1103.87,934.66 1103.94,935.88 1110.33,936.09 1110.86,933.88 1111.45,933.12 1112.27,932.59 1113.30,932.29;right_before_left;1107.48;925.59;0;000001110001011110;16;000001110001000000;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49471413;-791811233#21_0 -791811233#21_1 -521985670#10_0 791811233#19_0 791811233#19_1 521985670#3_0;:49471413_0_0 :49471413_1_0 :49471413_1_1 :49471413_3_0 :49471413_4_0 :49471413_5_0 :49471413_6_0 :49471413_7_0 :49471413_8_0 :49471413_9_0 :49471413_10_0 :49471413_10_1 :49471413_12_0 :49471413_13_0 :49471413_14_0 :49471413_15_0 :49471413_16_0 :49471413_17_0;1114.55,932.22 1114.96,919.43 1112.76,918.91 1112.00,918.33 1111.48,917.54 1111.19,916.53 1111.14,915.30 1104.74,915.02 1104.19,917.27 1103.59,918.04 1102.77,918.58 1101.74,918.89 1100.48,918.96 1100.07,931.75 1102.28,932.27 1103.04,932.85 1103.57,933.65 1103.87,934.66 1103.94,935.88 1110.33,936.09 1110.86,933.88 1111.45,933.12 1112.27,932.59 1113.30,932.29;right_before_left;1107.48;925.59;0;000001000001000001;17;000001000001000001;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49471414;-791811233#26_0 -791811233#26_1 707194200#3_0 791811233#22_0 791811233#22_1;:49471414_0_0 :49471414_1_0 :49471414_1_1 :49471414_11_0 :49471414_4_0 :49471414_5_0 :49471414_6_0 :49471414_7_0 :49471414_7_1 :49471414_12_0 :49471414_13_0;1247.39,936.51 1247.81,923.72 1245.53,923.19 1244.74,922.60 1244.18,921.80 1243.85,920.78 1243.76,919.54 1240.56,919.48 1240.08,921.69 1239.51,922.45 1238.72,922.98 1237.71,923.28 1236.49,923.35 1236.08,936.14 1238.35,936.66 1239.14,937.25 1239.69,938.05 1240.01,939.06 1240.09,940.29 1243.29,940.38 1243.79,938.17 1244.37,937.41 1245.16,936.88 1246.17,936.58;priority;1241.97;929.93;0;01000100000;0;00000000000;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49471414;-791811233#26_0 -791811233#26_1 707194200#3_0 791811233#22_0 791811233#22_1;:49471414_0_0 :49471414_1_0 :49471414_1_1 :49471414_11_0 :49471414_4_0 :49471414_5_0 :49471414_6_0 :49471414_7_0 :49471414_7_1 :49471414_12_0 :49471414_13_0;1247.39,936.51 1247.81,923.72 1245.53,923.19 1244.74,922.60 1244.18,921.80 1243.85,920.78 1243.76,919.54 1240.56,919.48 1240.08,921.69 1239.51,922.45 1238.72,922.98 1237.71,923.28 1236.49,923.35 1236.08,936.14 1238.35,936.66 1239.14,937.25 1239.69,938.05 1240.01,939.06 1240.09,940.29 1243.29,940.38 1243.79,938.17 1244.37,937.41 1245.16,936.88 1246.17,936.58;priority;1241.97;929.93;0;11001100000;1;00000000000;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49471414;-791811233#26_0 -791811233#26_1 707194200#3_0 791811233#22_0 791811233#22_1;:49471414_0_0 :49471414_1_0 :49471414_1_1 :49471414_11_0 :49471414_4_0 :49471414_5_0 :49471414_6_0 :49471414_7_0 :49471414_7_1 :49471414_12_0 :49471414_13_0;1247.39,936.51 1247.81,923.72 1245.53,923.19 1244.74,922.60 1244.18,921.80 1243.85,920.78 1243.76,919.54 1240.56,919.48 1240.08,921.69 1239.51,922.45 1238.72,922.98 1237.71,923.28 1236.49,923.35 1236.08,936.14 1238.35,936.66 1239.14,937.25 1239.69,938.05 1240.01,939.06 1240.09,940.29 1243.29,940.38 1243.79,938.17 1244.37,937.41 1245.16,936.88 1246.17,936.58;priority;1241.97;929.93;0;11001100000;2;00000000000;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49471414;-791811233#26_0 -791811233#26_1 707194200#3_0 791811233#22_0 791811233#22_1;:49471414_0_0 :49471414_1_0 :49471414_1_1 :49471414_11_0 :49471414_4_0 :49471414_5_0 :49471414_6_0 :49471414_7_0 :49471414_7_1 :49471414_12_0 :49471414_13_0;1247.39,936.51 1247.81,923.72 1245.53,923.19 1244.74,922.60 1244.18,921.80 1243.85,920.78 1243.76,919.54 1240.56,919.48 1240.08,921.69 1239.51,922.45 1238.72,922.98 1237.71,923.28 1236.49,923.35 1236.08,936.14 1238.35,936.66 1239.14,937.25 1239.69,938.05 1240.01,939.06 1240.09,940.29 1243.29,940.38 1243.79,938.17 1244.37,937.41 1245.16,936.88 1246.17,936.58;priority;1241.97;929.93;1;00110000000;3;00110000000;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49471414;-791811233#26_0 -791811233#26_1 707194200#3_0 791811233#22_0 791811233#22_1;:49471414_0_0 :49471414_1_0 :49471414_1_1 :49471414_11_0 :49471414_4_0 :49471414_5_0 :49471414_6_0 :49471414_7_0 :49471414_7_1 :49471414_12_0 :49471414_13_0;1247.39,936.51 1247.81,923.72 1245.53,923.19 1244.74,922.60 1244.18,921.80 1243.85,920.78 1243.76,919.54 1240.56,919.48 1240.08,921.69 1239.51,922.45 1238.72,922.98 1237.71,923.28 1236.49,923.35 1236.08,936.14 1238.35,936.66 1239.14,937.25 1239.69,938.05 1240.01,939.06 1240.09,940.29 1243.29,940.38 1243.79,938.17 1244.37,937.41 1245.16,936.88 1246.17,936.58;priority;1241.97;929.93;0;00110000000;4;00110000000;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49471414;-791811233#26_0 -791811233#26_1 707194200#3_0 791811233#22_0 791811233#22_1;:49471414_0_0 :49471414_1_0 :49471414_1_1 :49471414_11_0 :49471414_4_0 :49471414_5_0 :49471414_6_0 :49471414_7_0 :49471414_7_1 :49471414_12_0 :49471414_13_0;1247.39,936.51 1247.81,923.72 1245.53,923.19 1244.74,922.60 1244.18,921.80 1243.85,920.78 1243.76,919.54 1240.56,919.48 1240.08,921.69 1239.51,922.45 1238.72,922.98 1237.71,923.28 1236.49,923.35 1236.08,936.14 1238.35,936.66 1239.14,937.25 1239.69,938.05 1240.01,939.06 1240.09,940.29 1243.29,940.38 1243.79,938.17 1244.37,937.41 1245.16,936.88 1246.17,936.58;priority;1241.97;929.93;0;01110000111;5;01110000111;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49471414;-791811233#26_0 -791811233#26_1 707194200#3_0 791811233#22_0 791811233#22_1;:49471414_0_0 :49471414_1_0 :49471414_1_1 :49471414_11_0 :49471414_4_0 :49471414_5_0 :49471414_6_0 :49471414_7_0 :49471414_7_1 :49471414_12_0 :49471414_13_0;1247.39,936.51 1247.81,923.72 1245.53,923.19 1244.74,922.60 1244.18,921.80 1243.85,920.78 1243.76,919.54 1240.56,919.48 1240.08,921.69 1239.51,922.45 1238.72,922.98 1237.71,923.28 1236.49,923.35 1236.08,936.14 1238.35,936.66 1239.14,937.25 1239.69,938.05 1240.01,939.06 1240.09,940.29 1243.29,940.38 1243.79,938.17 1244.37,937.41 1245.16,936.88 1246.17,936.58;priority;1241.97;929.93;0;11110000110;6;01110000110;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49471414;-791811233#26_0 -791811233#26_1 707194200#3_0 791811233#22_0 791811233#22_1;:49471414_0_0 :49471414_1_0 :49471414_1_1 :49471414_11_0 :49471414_4_0 :49471414_5_0 :49471414_6_0 :49471414_7_0 :49471414_7_1 :49471414_12_0 :49471414_13_0;1247.39,936.51 1247.81,923.72 1245.53,923.19 1244.74,922.60 1244.18,921.80 1243.85,920.78 1243.76,919.54 1240.56,919.48 1240.08,921.69 1239.51,922.45 1238.72,922.98 1237.71,923.28 1236.49,923.35 1236.08,936.14 1238.35,936.66 1239.14,937.25 1239.69,938.05 1240.01,939.06 1240.09,940.29 1243.29,940.38 1243.79,938.17 1244.37,937.41 1245.16,936.88 1246.17,936.58;priority;1241.97;929.93;0;00001111000;7;00000000000;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49471414;-791811233#26_0 -791811233#26_1 707194200#3_0 791811233#22_0 791811233#22_1;:49471414_0_0 :49471414_1_0 :49471414_1_1 :49471414_11_0 :49471414_4_0 :49471414_5_0 :49471414_6_0 :49471414_7_0 :49471414_7_1 :49471414_12_0 :49471414_13_0;1247.39,936.51 1247.81,923.72 1245.53,923.19 1244.74,922.60 1244.18,921.80 1243.85,920.78 1243.76,919.54 1240.56,919.48 1240.08,921.69 1239.51,922.45 1238.72,922.98 1237.71,923.28 1236.49,923.35 1236.08,936.14 1238.35,936.66 1239.14,937.25 1239.69,938.05 1240.01,939.06 1240.09,940.29 1243.29,940.38 1243.79,938.17 1244.37,937.41 1245.16,936.88 1246.17,936.58;priority;1241.97;929.93;0;00001111000;8;00000000000;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49471414;-791811233#26_0 -791811233#26_1 707194200#3_0 791811233#22_0 791811233#22_1;:49471414_0_0 :49471414_1_0 :49471414_1_1 :49471414_11_0 :49471414_4_0 :49471414_5_0 :49471414_6_0 :49471414_7_0 :49471414_7_1 :49471414_12_0 :49471414_13_0;1247.39,936.51 1247.81,923.72 1245.53,923.19 1244.74,922.60 1244.18,921.80 1243.85,920.78 1243.76,919.54 1240.56,919.48 1240.08,921.69 1239.51,922.45 1238.72,922.98 1237.71,923.28 1236.49,923.35 1236.08,936.14 1238.35,936.66 1239.14,937.25 1239.69,938.05 1240.01,939.06 1240.09,940.29 1243.29,940.38 1243.79,938.17 1244.37,937.41 1245.16,936.88 1246.17,936.58;priority;1241.97;929.93;1;00001100111;9;00000000111;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49471414;-791811233#26_0 -791811233#26_1 707194200#3_0 791811233#22_0 791811233#22_1;:49471414_0_0 :49471414_1_0 :49471414_1_1 :49471414_11_0 :49471414_4_0 :49471414_5_0 :49471414_6_0 :49471414_7_0 :49471414_7_1 :49471414_12_0 :49471414_13_0;1247.39,936.51 1247.81,923.72 1245.53,923.19 1244.74,922.60 1244.18,921.80 1243.85,920.78 1243.76,919.54 1240.56,919.48 1240.08,921.69 1239.51,922.45 1238.72,922.98 1237.71,923.28 1236.49,923.35 1236.08,936.14 1238.35,936.66 1239.14,937.25 1239.69,938.05 1240.01,939.06 1240.09,940.29 1243.29,940.38 1243.79,938.17 1244.37,937.41 1245.16,936.88 1246.17,936.58;priority;1241.97;929.93;1;00001000110;10;00001000110;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49471415;-791811233#28_0 -791811233#28_1 791811233#27_0 791811233#27_1;:49471415_0_0 :49471415_0_1 :49471415_2_0 :49471415_2_1;1346.07,939.69 1346.49,926.90 1346.18,926.89 1345.78,939.68;priority;1346.13;933.29;0;0000;0;0000;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49471415;-791811233#28_0 -791811233#28_1 791811233#27_0 791811233#27_1;:49471415_0_0 :49471415_0_1 :49471415_2_0 :49471415_2_1;1346.07,939.69 1346.49,926.90 1346.18,926.89 1345.78,939.68;priority;1346.13;933.29;0;0000;1;0000;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49471415;-791811233#28_0 -791811233#28_1 791811233#27_0 791811233#27_1;:49471415_0_0 :49471415_0_1 :49471415_2_0 :49471415_2_1;1346.07,939.69 1346.49,926.90 1346.18,926.89 1345.78,939.68;priority;1346.13;933.29;0;0000;2;0000;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49471415;-791811233#28_0 -791811233#28_1 791811233#27_0 791811233#27_1;:49471415_0_0 :49471415_0_1 :49471415_2_0 :49471415_2_1;1346.07,939.69 1346.49,926.90 1346.18,926.89 1345.78,939.68;priority;1346.13;933.29;0;0000;3;0000;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49471420;-75926225#2_0 -75926225#2_1 -197879536#3_0 791811233#30_0 791811233#30_1 1087560658_0;:49471420_0_0 :49471420_1_0 :49471420_1_1 :49471420_18_0 :49471420_19_0 :49471420_5_0 :49471420_6_0 :49471420_20_0 :49471420_21_0 :49471420_9_0 :49471420_10_0 :49471420_10_1 :49471420_22_0 :49471420_23_0 :49471420_14_0 :49471420_15_0 :49471420_24_0 :49471420_25_0;1493.42,944.41 1493.90,931.62 1491.68,931.09 1490.92,930.50 1490.38,929.71 1490.08,928.69 1490.01,927.47 1483.62,927.24 1483.09,929.45 1482.50,930.21 1481.69,930.74 1480.67,931.04 1479.43,931.12 1479.03,943.91 1481.23,944.42 1481.99,945.00 1482.52,945.80 1482.82,946.81 1482.89,948.03 1489.28,948.26 1489.81,946.05 1490.39,945.29 1491.18,944.77 1492.20,944.47;traffic_light;1486.45;937.74;0;100001000001000000;0;000000000000000000;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49471420;-75926225#2_0 -75926225#2_1 -197879536#3_0 791811233#30_0 791811233#30_1 1087560658_0;:49471420_0_0 :49471420_1_0 :49471420_1_1 :49471420_18_0 :49471420_19_0 :49471420_5_0 :49471420_6_0 :49471420_20_0 :49471420_21_0 :49471420_9_0 :49471420_10_0 :49471420_10_1 :49471420_22_0 :49471420_23_0 :49471420_14_0 :49471420_15_0 :49471420_24_0 :49471420_25_0;1493.42,944.41 1493.90,931.62 1491.68,931.09 1490.92,930.50 1490.38,929.71 1490.08,928.69 1490.01,927.47 1483.62,927.24 1483.09,929.45 1482.50,930.21 1481.69,930.74 1480.67,931.04 1479.43,931.12 1479.03,943.91 1481.23,944.42 1481.99,945.00 1482.52,945.80 1482.82,946.81 1482.89,948.03 1489.28,948.26 1489.81,946.05 1490.39,945.29 1491.18,944.77 1492.20,944.47;traffic_light;1486.45;937.74;0;011111000011000000;1;010000000010000000;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49471420;-75926225#2_0 -75926225#2_1 -197879536#3_0 791811233#30_0 791811233#30_1 1087560658_0;:49471420_0_0 :49471420_1_0 :49471420_1_1 :49471420_18_0 :49471420_19_0 :49471420_5_0 :49471420_6_0 :49471420_20_0 :49471420_21_0 :49471420_9_0 :49471420_10_0 :49471420_10_1 :49471420_22_0 :49471420_23_0 :49471420_14_0 :49471420_15_0 :49471420_24_0 :49471420_25_0;1493.42,944.41 1493.90,931.62 1491.68,931.09 1490.92,930.50 1490.38,929.71 1490.08,928.69 1490.01,927.47 1483.62,927.24 1483.09,929.45 1482.50,930.21 1481.69,930.74 1480.67,931.04 1479.43,931.12 1479.03,943.91 1481.23,944.42 1481.99,945.00 1482.52,945.80 1482.82,946.81 1482.89,948.03 1489.28,948.26 1489.81,946.05 1490.39,945.29 1491.18,944.77 1492.20,944.47;traffic_light;1486.45;937.74;0;011111000011000000;2;010000000010000000;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49471420;-75926225#2_0 -75926225#2_1 -197879536#3_0 791811233#30_0 791811233#30_1 1087560658_0;:49471420_0_0 :49471420_1_0 :49471420_1_1 :49471420_18_0 :49471420_19_0 :49471420_5_0 :49471420_6_0 :49471420_20_0 :49471420_21_0 :49471420_9_0 :49471420_10_0 :49471420_10_1 :49471420_22_0 :49471420_23_0 :49471420_14_0 :49471420_15_0 :49471420_24_0 :49471420_25_0;1493.42,944.41 1493.90,931.62 1491.68,931.09 1490.92,930.50 1490.38,929.71 1490.08,928.69 1490.01,927.47 1483.62,927.24 1483.09,929.45 1482.50,930.21 1481.69,930.74 1480.67,931.04 1479.43,931.12 1479.03,943.91 1481.23,944.42 1481.99,945.00 1482.52,945.80 1482.82,946.81 1482.89,948.03 1489.28,948.26 1489.81,946.05 1490.39,945.29 1491.18,944.77 1492.20,944.47;traffic_light;1486.45;937.74;1;011000111111000000;3;010000111010000000;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49471420;-75926225#2_0 -75926225#2_1 -197879536#3_0 791811233#30_0 791811233#30_1 1087560658_0;:49471420_0_0 :49471420_1_0 :49471420_1_1 :49471420_18_0 :49471420_19_0 :49471420_5_0 :49471420_6_0 :49471420_20_0 :49471420_21_0 :49471420_9_0 :49471420_10_0 :49471420_10_1 :49471420_22_0 :49471420_23_0 :49471420_14_0 :49471420_15_0 :49471420_24_0 :49471420_25_0;1493.42,944.41 1493.90,931.62 1491.68,931.09 1490.92,930.50 1490.38,929.71 1490.08,928.69 1490.01,927.47 1483.62,927.24 1483.09,929.45 1482.50,930.21 1481.69,930.74 1480.67,931.04 1479.43,931.12 1479.03,943.91 1481.23,944.42 1481.99,945.00 1482.52,945.80 1482.82,946.81 1482.89,948.03 1489.28,948.26 1489.81,946.05 1490.39,945.29 1491.18,944.77 1492.20,944.47;traffic_light;1486.45;937.74;1;010000110000000000;4;010000110000000000;;;;;;;;;;
5;5.50;1.20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49471420;-75926225#2_0 -75926225#2_1 -197879536#3_0 791811233#30_0 791811233#30_1 1087560658_0;:49471420_0_0 :49471420_1_0 :49471420_1_1 :49471420_18_0 :49471420_19_0 :49471420_5_0 :49471420_6_0 :49471420_20_0 :49471420_21_0 :49471420_9_0 :49471420_10_0 :49471420_10_1 :49471420_22_0 :49471420_23_0 :49471420_14_0 :49471420_15_0 :49471420_24_0 :49471420_25_0;1493.42,944.41 1493.90,931.62 1491.68,931.09 1490.92,930.50 1490.38,929.71 1490.08,928.69 1490.01,927.47 1483.62,927.24 1483.09,929.45 1482.50,930.21 1481.69,930.74 1480.67,931.04 1479.43,931.12 1479.03,943.91 1481.23,944.42 1481.99,945.00 1482.52,945.80 1482.82,946.81 1482.89,948.03 1489.28,948.26 1489.81,946.05 1490.39,945.29 1491.18,944.77 1492.20,944.47;traffic_light;1486.45;937.74;0;000000110000000000;5;000000110000000000;;;;;;;;;;
